Compound.Name,Cnum.u,O_C_ratio.u,OSc.u,cstar.u
1213_2145_blob_1229,10.06856667,0.579858748,-0.615061273,2.886228831
1202_0046_blob_1404,8.368366667,0.389426171,-0.939281318,3.908208047
1221_0832_blob_1144,12.69873333,0.566907662,-0.815118282,2.444091251
1221_0832_blob_1450,17.63236667,0.309148782,-1.644358298,1.90316311
1206_0924_blob_1025,23.37806667,0.572437737,-0.171437536,-0.349212861
1128_1901_blob_1617,8.487866667,0.495150604,-0.562783246,3.536817857
1206_0924_blob_779,13.53566667,0.521309424,-0.692070451,2.064421733
1128_1901_blob_1087,15.37686667,0.228250182,-1.766862227,2.942410076
1221_0832_blob_707,5.867633333,0.816208227,0.048957073,4.119128359
1221_0832_blob_1239,11.16436667,0.549749282,-0.471826983,2.689620274
1129_1334_blob_1473,9.4526,0.426261486,-0.776026214,4.23661199
1202_0046_blob_1876,15.40073333,0.349072575,-0.995107217,1.862970308
1205_0335_blob_1437,17.07903333,0.148405408,-1.282026736,1.483407941
1221_0832_blob_889,7.048366667,0.651602622,-0.128439394,3.73478468
1202_0046_blob_1280,16.60306667,0.095977122,-0.756669651,1.925143548
1202_1412_blob_1902,15.22156667,0.347224554,-1.241409891,1.319643996
1202_1412_blob_1471,13.63263333,0.585027374,-0.846427301,1.857611266
1221_0832_blob_33,8.5638,0.489364968,-0.666887264,3.566048431
1221_0832_blob_22,7.755433333,0.578476233,-0.469780124,3.992576173
1213_2145_blob_1700,14.82183333,0.353164765,-1.126685906,1.383445047
1129_1334_blob_1602,7.070766667,0.723158001,-0.110472757,3.895538626
1128_1901_blob_1370,11.33956667,0.322789679,-1.143077469,3.592722394
1129_1334_blob_1163,11.82033333,0.50778788,-0.965842016,2.461173191
1202_1412_blob_1241,9.179633333,0.683171951,-0.293927914,3.200358854
1206_0924_blob_788,21.19563333,0.549633497,-0.227177257,-0.621652395
1205_0335_blob_979,7.831833333,0.394392316,-0.727062754,4.053141384
1129_1334_blob_1358,11.3819,0.671732418,-0.216305096,2.438397269
1202_1412_blob_1940,15.2467,0.320268637,-1.136843157,1.424185477
1216_0703_blob_1004,13.06923333,0.271286063,-1.278869345,2.612943791
1206_0924_blob_372,22.48083333,0.158824316,-0.768010389,-1.147183544
1206_0924_blob_431,20.49073333,0.555110246,-0.351734288,-0.444383678
1128_2052_blob_1441,16.73996667,0.127249471,-1.161111057,1.614819942
1129_1334_blob_1352,7.577133333,0.612388076,-0.299313929,4.025982542
1129_1334_blob_1419,10.70253333,0.546845758,-0.463887635,2.638030518
1129_1334_blob_1609,7.488966667,0.658280487,-0.631985047,4.729574537
1129_1334_blob_1556,16.19796667,0.12550038,-0.969096333,2.011348737
1128_1901_blob_1420,21.49423333,0.142456388,-1.632364794,0.420747684
1202_1412_blob_1732,13.68646667,0.531950897,-0.665495323,1.614819942
1202_1412_blob_751,7.8503,0.588608202,-0.295248317,3.373762965
1202_1412_blob_1979,16.99143333,0.336580059,-1.387044251,0.941180103
1206_0924_blob_407,18.26703333,0.521267576,-0.333615456,0.409627008
1128_2052_blob_1065,15.48013333,0.12141964,-1.450810379,3.086861389
1206_0924_blob_479,21.32863333,0.55720139,-0.24059854,-0.974621077
1128_1901_blob_1215,9.252366667,0.344209696,-1.014945552,3.718507599
1221_0832_blob_652,7.758666667,0.616375436,-0.43090401,3.645729437
1128_1901_blob_1363,11.05353333,0.364050927,-0.979964144,3.602039815
1128_1901_blob_1161,14.73593333,0.350533572,-1.094430011,1.730966122
1128_1901_blob_1316,11.9129,0.321781846,-0.9624147,2.663825394
1129_1334_blob_1362,10.3036,0.689343463,-0.14215496,2.730892078
1128_1901_blob_858,19.06066667,0.070536743,-1.921105446,2.224705535
1205_0335_blob_716,10.005,0.239944641,-0.729924472,3.451922776
1129_1334_blob_1096,7.903633333,0.564278037,-0.307600947,3.457619768
1128_1901_blob_896,8.756966667,0.526147768,-0.60283124,3.378421675
1128_1901_blob_961,11.1533,0.445267627,-1.217108949,3.397056521
1202_1412_blob_767,13.2177,0.140054344,-1.541504622,2.993999828
1129_1334_blob_1559,12.22823333,0.117067047,-1.251334848,4.704508645
1206_0924_blob_265,24.32503333,0.382609522,-0.492261672,-0.645183641
1129_1334_blob_1456,6.985133333,0.65701767,-0.092181664,4.053934808
1202_1412_blob_1325,12.5495,0.349876509,-1.50670361,4.049276098
1213_2145_blob_1216,11.4737,0.704603268,-0.247288086,2.344304244
1221_0832_blob_902,16.4168,0.255991104,-1.756348116,2.839230563
1221_0832_blob_1232,13.80366667,0.376027035,-1.033374272,2.142310287
1128_1901_blob_941,15.5341,0.32384793,-1.218785463,1.377617901
1129_1334_blob_1150,9.495366667,0.431819753,-0.851960254,3.560111413
1129_1334_blob_910,8.6344,0.378476511,-1.056688641,3.578746259
1221_0832_blob_1127,8.318933333,0.413121172,-0.763055556,3.987889052
1221_0832_blob_1202,7.134666667,0.552491525,-0.311883288,3.870711101
1221_0832_blob_1076,13.84373333,0.180898821,-1.150670046,2.921774172
1129_1334_blob_1117,7.485133333,0.641077871,-0.209709526,3.466937189
1206_0924_blob_747,20.80666667,0.391690668,-0.694165101,-0.063700415
1221_0832_blob_1136,12.2554,0.514012485,-0.451353444,2.096758446
1202_1412_blob_1193,7.6575,0.559257568,-0.494106885,3.485572034
1128_1901_blob_1267,22.36203333,0.349521899,-1.135274495,-0.651363561
1202_1412_blob_924,9.8027,0.138195843,-1.150560204,4.157419294
1221_0832_blob_37,8.9927,0.6375141,-0.20143607,3.159087049
1129_1334_blob_1018,10.58393333,0.578675298,-0.191461119,2.725733102
1128_1901_blob_1165,9.206566667,0.29494824,-0.530661529,3.820999244
1129_1334_blob_1379,9.063533333,0.598371029,-0.399421011,3.597381104
1221_0832_blob_564,11.5749,0.470747182,-0.766468601,2.839230563
1129_1334_blob_1051,7.6906,0.575595775,-0.482207043,3.98405414
1128_1901_blob_1534,25.43496667,0.409108049,-1.525499191,-0.107556985
1221_0832_blob_867,8.9162,0.504587603,-0.29368136,3.200358854
1202_0046_blob_976,8.151833333,0.603017289,-0.288690342,3.323965118
1129_1334_blob_1496,9.128066667,0.505867605,-0.768707849,3.588063683
1128_1901_blob_897,17.77916667,0.087846329,-1.521831666,1.191645153
1221_0832_blob_746,9.921633333,0.523145988,-0.515592003,3.251948606
1128_1901_blob_1305,9.9637,0.509347527,-0.909224382,3.220994754
1221_0832_blob_1221,8.013166667,0.544750105,-0.372828036,3.716036207
1202_0046_blob_1489,12.04503333,0.502998243,-0.576772703,2.456442166
1202_1412_blob_1161,14.19356667,0.377714044,-1.420812269,2.330211641
1206_0924_blob_119,22.02616667,0.188615674,-0.700186393,-0.817746108
1206_0924_blob_390,20.31266667,0.543090544,-0.430996477,-0.049058751
1221_0832_blob_1019,6.874366667,0.682026627,-0.06774665,3.847275511
1221_2326_blob_871,9.944,0.553223759,-0.456961094,2.963097567
1202_1412_blob_608,11.05543333,0.419798982,-0.835497569,3.081702413
1202_1412_blob_1598,14.69423333,0.398399921,-0.92801637,1.880387188
1221_0832_blob_1066,13.0257,0.527814378,-1.249212307,2.720574126
1213_2145_blob_1218,6.447433333,0.739729987,0.049758057,3.5934212
1202_0046_blob_1087,11.10143333,0.584929755,-0.406416755,2.695511263
1202_1412_blob_901,7.5031,0.640160853,-0.078321896,3.303538363
1128_1901_blob_1567,8.2971,0.392249928,-0.710679255,4.420428533
1213_2145_blob_1481,13.78966667,0.538677523,-0.791210549,1.909995887
1206_0924_blob_384,6.910966667,0.575374503,-0.077215567,3.878590062
1216_0703_blob_984,15.3098,0.188397954,-1.553195876,2.612943791
1213_2145_blob_894,9.3869,0.58896161,-0.350366078,3.112991601
1205_0335_blob_882,9.73,0.583201127,-0.301530546,3.054591705
1128_1901_blob_868,17.1385,0.115145125,-0.942903289,1.575988831
1221_2326_blob_862,12.75083333,0.317842207,-1.20865585,3.178330027
1128_1901_blob_845,18.4425,0.166115684,-1.667427208,1.656577022
1202_1412_blob_1585,9.572733333,0.210354735,-1.118187589,4.157419294
1206_0924_blob_845,11.18793333,0.536391676,-0.460762073,2.517603087
1206_0924_blob_471,12.19953333,0.324639644,-0.359215537,2.471711306
1206_0924_blob_342,8.951066667,0.556608075,-0.1311778,3.152568611
1128_1901_blob_889,12.22593333,0.352073692,-1.031418716,2.9372511
1213_2145_blob_1314,10.18523333,0.622643021,-0.238821173,2.824733842
1128_1901_blob_742,12.97256667,0.092846163,-1.503102505,3.998030271
1221_0832_blob_1084,8.147333333,0.39237985,-0.893800776,4.149156819
1221_0832_blob_680,8.1396,0.561630726,-0.432484755,3.334492215
1221_0832_blob_961,8.195866667,0.531850361,-0.383587302,3.339651191
1221_0832_blob_729,8.2281,0.456479338,-0.279425279,3.344810167
1128_1901_blob_1571,7.688833333,0.595960096,-0.576620674,3.923490893
1128_1901_blob_786,20.29183333,0.499300665,-1.158492443,0.420747684
1213_2145_blob_1736,13.7531,0.527004356,-0.672772246,1.863874646
1221_0832_blob_730,9.636333333,0.464982634,-0.329345525,3.17972295
1206_0924_blob_292,9.2185,0.582068691,-0.022266424,3.033110441
1202_1412_blob_1054,7.597466667,0.683550093,-0.112761339,3.324174267
1221_0832_blob_1159,10.48176667,0.529262741,-0.441308342,2.880502368
1202_1412_blob_1488,14.0358,0.133242866,-1.510844561,2.859866467
1128_1901_blob_1775,7.635133333,0.588309632,-0.522724768,3.932808314
1129_1334_blob_1126,9.730566667,0.442250871,-0.998947654,4.616778022
1129_1334_blob_1168,7.756233333,0.510030171,-0.423368934,3.606698525
1202_1412_blob_756,8.094166667,0.525907559,-0.299124184,3.602039815
1202_0046_blob_1139,12.3881,0.458894137,-1.450916372,3.136987111
1129_1334_blob_903,7.064366667,0.643786768,-0.186632978,3.755777286
1206_0924_blob_563,14.0368,0.581294485,-0.126936037,1.307395405
1128_1901_blob_760,10.35803333,0.331033124,-1.333694458,3.662603062
1129_1334_blob_1368,7.588233333,0.578218008,-0.39365331,3.970078005
1221_0832_blob_688,7.365,0.682143614,-0.253524357,3.369189475
1129_1334_blob_1581,15.42936667,0.355260705,-0.54242526,1.724767032
1206_0924_blob_287,20.67936667,0.279030921,-0.493298589,-0.107625406
1202_1412_blob_1251,17.89713333,0.307712981,-1.699414715,1.965796897
1221_0832_blob_936,11.12086667,0.489834872,-1.093510084,3.20551783
1128_1901_blob_1224,9.330233333,0.561318451,-0.36725247,3.246789634
1206_0924_blob_1224,11.6061,0.560240509,-0.226080305,2.316826538
1221_2326_blob_861,16.69993333,0.163664484,-1.48794145,2.155975841
1202_0046_blob_1505,13.48213333,0.400437379,-0.94857754,2.128619615
1221_0832_blob_571,7.724566667,0.575162668,-0.458969801,3.884772456
1216_0703_blob_648,14.09633333,0.504695186,-0.806673018,1.853658998
1213_2145_blob_1063,13.10326667,0.479352207,-0.704650483,2.213627393
1129_1334_blob_1008,8.743566667,0.53779528,-0.571349562,3.319015291
1206_0924_blob_936,21.41156667,0.504676571,-0.340368081,-1.060902313
1221_0832_blob_1233,7.234666667,0.714016244,-0.113105243,3.6879135
1128_1901_blob_1509,9.6384,0.564409411,-0.367520353,2.926933148
1128_1901_blob_1126,14.18253333,0.586785406,-0.489261683,1.925143548
1128_1901_blob_1073,6.8758,0.616601505,-0.270804216,4.366119099
1129_1334_blob_1939,6.8481,0.708195854,-0.196908212,4.270033179
1202_0046_blob_1275,9.8205,0.397102747,-0.971607325,3.814465686
1213_2145_blob_1723,12.11243333,0.464374224,-0.525809317,2.175193025
1128_2052_blob_1165,7.0456,0.574350495,-0.104705813,3.881562491
1221_0832_blob_1284,27.0811,0.053946291,-1.861185558,-1.109470171
1128_1901_blob_741,16.6698,0.120369376,-0.945585608,1.953404116
1129_1334_blob_1652,15.9285,0.317480561,-1.319734501,1.600785198
1202_1412_blob_1268,15.2586,0.327737891,-1.575856583,1.614819942
1206_0924_blob_43,21.5595,0.188938897,-0.709613391,-0.488308668
1128_1901_blob_1322,7.438866667,0.626367341,-0.383329567,4.012006407
1221_0832_blob_1029,8.031766667,0.611383781,-0.475940214,4.011324642
1128_1901_blob_725,10.1733,0.333353501,-1.280367778,3.555452703
1221_0832_blob_1297,12.12196667,0.504158784,-0.943148031,2.674143346
1128_1901_blob_1220,14.95176667,0.357524954,-1.079562616,1.414812449
1213_2145_blob_1183,12.6985,0.453580543,-0.530245459,2.048359611
1221_0832_blob_1224,9.548,0.535429675,-0.552797318,3.153928073
1202_0046_blob_978,13.62663333,0.391090749,-0.931259969,2.202097083
1202_1412_blob_1280,6.983666667,0.64752936,-0.165463022,4.157419294
1202_1412_blob_1348,17.81736667,0.374338741,-1.549383577,2.005654759
1202_1412_blob_1125,7.847566667,0.721880847,-0.097605166,3.324174267
1221_2326_blob_672,6.814233333,0.585033909,-0.094541909,3.91626989
1221_0832_blob_893,8.7538,0.622781156,-0.124755536,3.215835778
1213_2145_blob_1035,12.88906667,0.467760048,-1.447388584,2.628718566
1213_2145_blob_751,7.3363,0.487506041,-0.167892597,3.670289935
1128_1901_blob_1561,7.372733333,0.619413936,-0.307324166,3.769753421
1202_1412_blob_1445,7.531066667,0.471623251,-0.64751593,4.296035048
1128_1901_blob_1117,6.926933333,0.647157344,-0.283368686,4.58753448
1206_0924_blob_226,9.714966667,0.330965104,-1.105875661,4.053077376
1221_0832_blob_1101,8.047066667,0.539105223,-0.45218444,3.378563709
1221_2326_blob_722,10.5917,0.374948442,-1.25720945,4.008512373
1206_0924_blob_520,14.40293333,0.512754759,-0.291421308,1.137276073
1206_0924_blob_673,13.82573333,0.537212497,-0.206977328,1.446011159
1206_0924_blob_916,20.70003333,0.522349197,-0.306407658,-0.107625406
1221_0832_blob_575,8.636433333,0.725783235,-0.116819478,3.184881926
1221_0832_blob_860,7.511466667,0.625376381,-0.377308224,3.814465686
1128_1901_blob_1333,7.6546,0.625390408,-0.517441483,4.030641252
1128_1901_blob_1156,8.0443,0.698814509,-0.574937972,4.035299963
Blob with BlobID = 597,12.32316667,0.096376864,-0.718913302,3.455057475
1129_1334_blob_1594,9.639766667,0.420687662,-0.997293594,4.58335683
1221_0832_blob_978,8.4596,0.534338408,-0.684565658,3.509803012
1128_1901_blob_734,11.26663333,0.206498951,-1.030457926,3.174563974
1202_1412_blob_1496,9.9705,0.440029043,-1.086419038,3.359786829
1128_1901_fb_add_blob_921,8.3602,0.554691823,-1.061980005,4.158406407
1202_1412_blob_961,8.840133333,0.61378282,-0.201756584,3.246789634
1202_0046_blob_1364,13.81356667,0.539642965,-0.731092331,1.600785198
1221_0832_blob_895,7.457133333,0.625804702,-0.400004043,3.701974852
1221_0832_blob_1301,8.0648,0.53020926,-0.563489604,3.767594505
1206_0924_blob_167,20.81016667,0.276552549,-0.520933299,-0.290646206
1128_1901_blob_878,14.96013333,0.398211624,-1.540979895,2.828912611
1221_0832_blob_985,9.821066667,0.596060009,-0.376865181,2.921774172
1202_0046_blob_1956,13.8824,0.568894823,-1.050886141,1.328025168
1128_1901_blob_790,7.0401,0.630205579,-0.103619934,4.039958673
1221_0832_blob_1213,7.234733333,0.739634311,-0.119103729,3.66447791
1129_1334_blob_725,7.134366667,0.710855603,-0.12412795,3.788388267
1221_0832_blob_876,7.622966667,0.597200394,-0.269783374,3.697287734
1128_1901_blob_1228,8.0504,0.505538501,-0.478729886,3.839634089
1221_0832_blob_855,8.049333333,0.654659664,-0.232930059,3.267425534
1128_1901_blob_1515,7.837666667,0.577430205,-0.45022403,3.685896618
1128_1901_blob_1082,9.4466,0.401158429,-1.097012763,3.72782502
1202_1412_blob_1735,7.7758,0.525306918,-0.310096752,4.296035048
1129_1334_blob_768,13.81283333,0.203781109,-1.24828457,2.777322859
1129_1334_blob_1466,7.771466667,0.493216058,-0.514713917,3.951443159
1128_1901_blob_1176,14.70296667,0.377732143,-1.40718788,2.71541515
1221_0832_blob_1058,7.4661,0.576963231,-0.392408773,3.809778568
1129_1334_blob_1462,7.106033333,0.638130053,-0.588347573,4.336875561
1221_0832_blob_1163,10.46626667,0.563551382,-0.476681672,2.828912611
1221_0832_blob_1063,12.38856667,0.416319611,-0.598410797,2.136616308
1221_0832_blob_983,12.48666667,0.497976054,-0.794435639,2.444091251
1202_1412_blob_1513,14.45813333,0.35563738,-1.047874438,1.994266798
1202_0046_blob_2055,15.0419,0.379902964,-1.231077306,2.004273131
1128_1901_blob_1458,24.05776667,0.460406438,-1.493443494,-0.086005005
1202_1412_blob_1051,7.753433333,0.583897306,-0.323109435,3.695214039
1128_1901_blob_1795,14.9333,0.356707153,-1.404416997,2.337747794
1202_1412_blob_990,14.98603333,0.200067382,-1.532167904,2.803117735
1221_0832_blob_1336,10.64686667,0.555066524,-0.506934405,2.823753635
1221_0832_blob_1130,13.12306667,0.501187271,-0.684750697,2.04551262
1221_0832_blob_1022,7.823433333,0.577812834,-0.259885384,3.476993187
1129_1334_blob_812,8.045166667,0.563957821,-0.586594504,3.569428838
1221_0832_blob_1177,8.122733333,0.593117095,-0.431729608,3.533238603
1128_1901_blob_1376,25.602,0.548794291,-1.465640976,-0.200948909
1202_1412_blob_1191,8.050333333,0.578255781,-0.416584857,3.406373941
1221_0832_blob_712,7.958233333,0.614341118,-0.395641092,3.430122007
1213_2145_blob_1304,11.73146667,0.523324932,-0.516429889,2.31355675
1202_1412_blob_1339,15.6069,0.369302823,-1.351092841,2.022736698
1128_1901_blob_911,8.365066667,0.487389486,-0.597808567,4.470560316
1213_2145_blob_846,12.53003333,0.463402127,-0.8932602,2.747865107
1213_2145_blob_971,10.74543333,0.479230052,-0.444931847,2.632562003
1129_1334_blob_1227,9.298433333,0.553571906,-0.282148651,3.045589585
1202_1412_blob_969,7.310166667,0.778450439,-0.089288225,3.550793992
1202_1412_blob_1537,11.39913333,0.460879501,-1.023767137,2.963045976
1213_2145_blob_1038,6.982366667,0.600697894,-0.152926615,3.804810223
1221_0832_blob_820,7.597966667,0.60041895,-0.268876145,3.626980964
1128_1901_blob_968,10.9798,0.457620274,-0.78180471,2.859866467
1202_1412_blob_994,14.32543333,0.335403995,-1.069776531,2.113840386
1129_1334_blob_928,6.156433333,0.766893413,0.177917323,3.494889455
1128_1901_blob_1174,9.530666667,0.371226512,-1.000163193,4.353586155
1128_1901_blob_1380,7.4816,0.573963192,-0.366960997,4.666909806
1213_2145_blob_906,7.753066667,0.609116053,-0.454245899,3.462744349
1128_1901_blob_1127,15.96596667,0.486993275,-1.098048661,1.022329094
1202_0046_blob_2204,20.62303333,0.350285311,-1.601623889,0.684950983
1213_2145_blob_1285,11.14336667,0.450258119,-0.465979182,2.601814509
1206_0924_blob_95,8.725133333,0.587365492,-0.017051976,3.183731612
1206_0924_blob_465,23.32566667,0.295366136,-0.520797895,-0.151550396
1128_1901_blob_1002,17.2708,0.16450692,-1.707425219,1.774359761
1129_1334_blob_991,7.100133333,0.721018102,0.083132675,3.471595899
1221_0832_blob_1087,12.38926667,0.561527359,-0.550080337,2.370069506
1221_0832_blob_1185,14.00063333,0.370538313,-1.312998179,2.792799783
1128_2052_blob_1337,26.42253333,0.069417569,-1.5544137,-0.459301597
1205_0335_blob_80,10.15663333,0.181471868,-0.977959361,3.535813744
1216_0703_blob_720,14.38713333,0.466449107,-0.964139405,1.842372804
1221_0832_blob_909,11.23193333,0.524882718,-0.528023285,2.746369003
1221_0832_blob_1000,8.458966667,0.536450835,-0.566348131,3.416060655
1202_1412_blob_1076,9.375666667,0.426353814,-0.784035639,3.383080385
1128_1901_blob_1355,17.36313333,0.317999613,-1.711770073,2.043837919
1206_0924_blob_645,11.44606667,0.399548652,-0.41179826,2.944815272
1128_1901_blob_906,7.660166667,0.736629597,-0.094552416,3.606698525
1128_1901_blob_1461,8.165533333,0.507478014,-0.58802765,3.811681823
1202_1412_blob_1738,7.280133333,0.75757541,-0.196367578,3.960760584
1221_0832_blob_928,13.66813333,0.352272378,-1.244114927,2.870184416
1128_1901_blob_1346,8.183933333,0.613380936,-0.571683658,3.438984922
1202_1412_blob_1638,15.777,0.248097657,-1.180306471,1.233551012
1221_0832_blob_979,7.911033333,0.610804669,-0.367480249,3.359815236
1128_1901_blob_1492,9.1491,0.574412015,-0.531191293,3.148769097
1221_0832_blob_1073,7.6863,0.711092723,-0.170579479,3.392625065
1129_1334_blob_897,10.8974,0.512138135,-0.828417246,3.143610121
1128_1901_blob_1732,8.033233333,0.574600916,-0.509359893,3.84895151
1202_1412_blob_1067,9.640366667,0.622002749,-0.306943011,2.942410076
1221_2326_blob_715,13.7279,0.215978357,-1.226947899,3.097617854
1221_0832_blob_1164,7.655566667,0.603648704,-0.346817775,3.669165027
1221_0832_blob_805,8.219833333,0.517093265,-0.425947469,3.561361314
1216_0703_blob_825,14.3835,0.5039476,-0.894151827,1.795421787
1221_0832_blob_933,7.869333333,0.550575665,-0.446886748,3.828527041
1221_0832_blob_1054,10.3559,0.241527377,-1.395816135,4.237851514
1129_1334_blob_1179,10.3445,0.520149026,-0.621540168,2.98368188
1216_0703_blob_899,13.08336667,0.454272476,-0.762292498,2.124527681
1202_0046_blob_1667,11.22286667,0.438318771,-0.920950921,3.085048778
1128_1901_blob_826,15.51436667,0.346061144,-1.423727212,1.575988831
1221_2326_blob_671,14.35006667,0.211962008,-1.375320288,2.932350072
1221_0832_blob_694,9.654666667,0.575906173,-0.435055758,2.988840856
1129_1334_blob_623,7.4574,0.712219556,-0.185567068,3.564770127
1206_0924_blob_588,13.09753333,0.55379607,-0.249507202,1.972638168
1221_0832_blob_864,7.754733333,0.646047311,-0.197426296,3.267425534
1202_0046_blob_1780,13.9889,0.51711944,-0.657791994,1.551192465
1202_0046_blob_1039,9.0024,0.57277137,-0.297871117,3.235669949
1128_1901_blob_1395,17.443,0.369047181,-0.501776847,0.694801439
Blob with BlobID = 562,10.35983333,0.227487431,-1.108406844,3.61648182
1128_1901_blob_820,17.4841,0.061158391,-1.304231851,1.48920155
1221_0832_blob_1155,13.07463333,0.327012379,-1.406835009,3.055907537
1128_1901_blob_883,15.34773333,0.337836065,-1.13263667,1.303228801
1129_1334_blob_1503,14.41103333,0.453704438,-0.894287016,1.943020975
1202_1412_blob_1579,13.0798,0.658607354,-0.51301029,1.880387188
1221_0832_blob_898,8.924666667,0.625148477,-0.319741449,3.20551783
1202_0046_blob_1025,8.710133333,0.405564373,-0.808673689,4.300235524
1221_0832_blob_797,10.0219,0.53246186,-0.424238662,2.901138272
1213_2145_blob_1258,7.744933333,0.528609527,-0.26300993,3.893209269
1128_1901_blob_1459,8.7145,0.524140633,-0.788810775,3.807023112
1213_2145_blob_1448,13.5167,0.562310015,-0.457745031,1.863874646
1128_1901_blob_739,7.5611,0.424182774,-0.380650144,3.825657954
1128_1901_blob_1543,14.23116667,0.109256836,-1.012987742,2.674143346
1205_0335_blob_662,6.171766667,0.789706749,-0.076475266,3.703595683
1128_1901_blob_1679,16.95546667,0.086868705,-1.612451145,2.37166047
1221_0832_blob_992,8.436433333,0.482898739,-0.439656931,3.277743486
1128_1901_blob_1045,16.86226667,0.407787787,-1.569052817,2.066446371
1128_1901_blob_1778,7.771966667,0.524923554,-0.42672999,4.17812491
1221_0832_blob_1158,8.190433333,0.51214525,-0.502792741,3.500428778
1221_0832_blob_683,8.087266667,0.565191857,-0.456961275,3.392625065
1213_2145_blob_1207,12.78063333,0.472130375,-0.514971874,2.032985864
1221_0832_blob_844,9.882866667,0.587397567,-0.529073393,3.164246022
1129_1334_blob_651,6.5905,0.723525969,-0.079258116,3.355128119
1128_1901_blob_860,13.12316667,0.243648159,-1.148280844,3.102338317
1202_1412_blob_1219,9.365866667,0.55448951,-0.448219841,3.159087049
1202_1412_blob_1870,14.87836667,0.410869144,-1.149441058,1.442633974
1213_2145_blob_816,12.0009,0.541346461,-0.681725221,2.517258899
1202_0046_blob_1533,17.16336667,0.305387599,-1.709467136,1.483002459
1129_1334_blob_1103,10.43303333,0.480341185,-0.617666262,2.968204952
1221_0832_blob_569,10.7052,0.162927991,-0.606623682,4.579959624
1202_0046_blob_1718,15.23156667,0.300598732,-1.203223497,1.650377931
1213_2145_blob_805,6.962033333,0.607835449,-0.048490118,3.72409805
1221_0832_blob_900,8.512366667,0.511918315,-0.449253362,3.373876592
1129_1334_blob_947,11.25573333,0.429182703,-0.786380024,3.009476756
1128_1901_blob_1292,23.5229,0.502158053,-1.077404874,-0.351812781
1202_0046_blob_1539,7.6548,0.688858744,-0.158681936,3.514490133
1213_2145_blob_1877,13.78693333,0.511421292,-0.819710711,1.575616886
1129_1334_blob_1236,7.051166667,0.644640418,-0.284675035,4.395362641
1128_1901_blob_1336,7.7038,0.481998057,-0.713580351,4.796416914
1202_0046_blob_1270,10.38793333,0.489098389,-0.88995862,3.683226383
1206_0924_blob_598,23.33163333,0.539631586,-0.296403687,-0.407779516
1221_0832_blob_966,7.3002,0.692356043,-0.405607625,3.781655861
1202_1412_blob_884,7.486666667,0.583849871,-0.260737502,3.699872753
1213_2145_blob_1370,10.8988,0.584990988,-0.434466525,2.63640544
1213_2145_blob_1204,14.26326667,0.371674516,-1.212647642,2.417329543
1221_0832_blob_1012,10.3287,0.556965684,-0.824470678,3.122974217
1221_0832_blob_1178,9.194466667,0.603080965,-0.375037359,3.153928073
1129_1334_blob_1390,9.191833333,0.45591611,-0.947272917,4.23661199
1213_2145_blob_965,8.0377,0.543179725,-0.239542374,3.362814992
1221_0832_blob_511,12.38796667,0.498604879,-0.794964125,2.569358822
1221_0832_blob_1026,12.11346667,0.391011774,-1.216446965,3.241630658
1221_0832_blob_987,7.5639,0.622862354,-0.169221264,3.467618953
1213_2145_blob_831,10.1202,0.474446866,-0.440867688,2.886228831
1128_1901_blob_1236,15.58193333,0.27205529,-1.410458744,1.402414268
1221_0832_blob_1018,12.35853333,0.512467543,-0.821113461,2.506725035
1202_0046_blob_1551,7.567233333,0.606256838,-0.200595066,3.387937944
1216_0703_blob_849,13.07346667,0.462679747,-0.687633525,2.152743169
1202_1412_blob_763,7.148366667,0.70268285,-0.035168825,3.349969143
1221_0832_blob_1147,10.4028,0.581030043,-0.062561009,2.653507442
1202_0046_blob_1067,18.92216667,0.076363954,-1.035439999,0.691693855
1202_0046_blob_1444,15.53723333,0.388757371,-1.113892459,1.68757248
1221_2326_blob_799,15.2515,0.374420121,-1.652745916,2.824733842
1129_1334_blob_1399,12.8219,0.488497064,-0.651656625,2.125228347
1129_1334_blob_1264,14.3503,0.58541569,-0.689413077,1.266034253
1202_1412_blob_1448,9.2828,0.589132185,-0.347057084,3.195199878
1213_2145_blob_1053,9.24,0.609989001,-0.322741103,3.020749118
1206_0924_blob_487,9.536966667,0.575968001,-0.185645532,3.05907961
1221_0832_blob_981,8.5742,0.597066807,-0.333007268,3.313856315
1129_1334_blob_938,7.981866667,0.617477056,-0.364639425,3.443643633
1128_1901_blob_903,9.405066667,0.38040495,-0.797120457,4.324342613
1221_0832_blob_996,9.8013,0.588576225,-0.266330931,2.875343392
1202_1412_blob_1563,13.31623333,0.451969654,-0.930963774,2.27327184
1221_0832_blob_687,8.480166667,0.576793921,-0.600613583,3.288061438
1221_0832_blob_1211,11.95136667,0.398351637,-0.965405839,2.518112996
1221_2326_blob_754,15.72293333,0.253859948,-1.353487841,2.159819278
1221_0832_blob_1370,15.89903333,0.453104894,-1.355635329,2.039818642
1221_0832_blob_894,8.2289,0.579096489,-0.48549684,3.397312182
1202_0046_blob_647,8.654,0.498230623,-0.74171514,3.645729437
1202_0046_blob_1670,15.10516667,0.357478575,-1.209509094,1.699970665
1221_0832_blob_636,7.776033333,0.615455674,-0.267610858,3.262266558
1128_1901_blob_1093,8.7331,0.543212531,-0.714439464,3.532159146
1206_0924_blob_634,13.88423333,0.530897503,-0.250646574,1.55312333
1128_1901_blob_1856,10.801,0.222043917,-1.010358087,4.286743774
