Compound.Name,Cnum.u,O_C_ratio.u,OSc.u,cstar.u
1129_1334_blob_686,5.2709,0.812520139,0.132089116,4.114498055
1221_0832_blob_681,6.197366667,0.635299997,-0.186496566,3.851962632
1202_0046_blob_833,7.253633333,0.654087524,-0.262936309,3.701974852
1206_0924_blob_418,12.9297,0.566070883,-0.150974627,2.035739371
1129_1334_blob_635,10.22403333,0.433353267,-0.733583826,3.195199878
1213_2145_blob_1003,7.030333333,0.653393011,0.068234871,3.50886559
1128_1901_blob_1396,15.57383333,0.237176866,-1.558486664,2.818594663
1202_1412_blob_920,7.6495,0.632022322,-0.304399679,3.39239781
1202_0046_blob_1041,12.31923333,0.429653588,-1.157494524,2.622797594
1221_0832_blob_581,7.805466667,0.54132456,-0.528637197,3.551987076
1129_1334_blob_1146,13.3513,0.421864128,-1.338232391,2.227719996
1206_0924_blob_143,21.30333333,0.395051711,-0.382836475,-0.645183641
1221_0832_blob_284,7.014466667,0.71454543,-0.330000927,4.609524519
1213_2145_blob_609,6.195966667,0.73880542,0.016371151,3.570360579
1202_1412_blob_1650,14.2993,0.494977338,-1.188702707,1.700912926
1202_1412_blob_1087,11.71243333,0.541396101,-0.657526079,2.41562135
1202_1412_blob_1443,12.61743333,0.550394312,-0.744228748,2.153698248
1221_0832_blob_1114,8.544533333,0.49892529,-0.950186765,4.229404397
1213_2145_blob_637,10.31296667,0.493699847,-0.79108212,3.159112843
1128_1901_blob_836,19.84826667,0.505595854,-1.424496837,0.547748203
1202_1412_blob_1274,11.19106667,0.536536181,-0.640589824,2.557970861
1202_1412_blob_1120,10.7022,0.492025026,-1.255679681,3.241630658
1213_2145_blob_804,17.19846667,0.243860577,-1.723680589,2.4442336
1202_1412_blob_1424,12.61413333,0.537043614,-0.759929159,2.370069506
1202_1412_blob_734,7.600233333,0.628052261,-0.301698169,3.334492215
1202_0046_blob_891,8.422433333,0.605049416,-0.506063994,3.31357745
1205_0335_blob_916,9.5017,0.245694899,-0.871988328,3.764183605
1129_1334_blob_1108,6.383,0.698140887,-0.019118173,4.808949862
1206_0924_blob_374,14.0392,0.556391015,-0.242959986,1.635032637
Blob with BlobID = 587,12.1746,0.084167417,-1.083860576,4.266022637
1202_0046_blob_1246,12.2927,0.521706514,-0.602947964,2.094706939
1128_1901_blob_1301,15.80586667,0.286755333,-1.411745346,1.272233343
1202_0046_blob_1177,10.95923333,0.561848577,-0.446813071,2.552528086
1221_2326_blob_913,14.06756667,0.30775649,-1.607940876,3.143739096
1128_1901_blob_1106,18.61936667,0.094237051,-1.763570021,1.737165213
1129_1334_blob_1443,11.55846667,0.550012512,-1.101648565,2.947569052
1221_0832_blob_942,8.036166667,0.427078211,-0.808041087,4.170274602
1129_1334_blob_891,7.369666667,0.634633715,-0.753971203,4.470560316
1129_1334_blob_1136,11.71553333,0.511555912,-0.843772161,2.617394614
1128_1901_blob_1367,18.69523333,0.086036864,-1.568106026,1.925143548
1221_0832_blob_664,7.539033333,0.59779625,-0.38836289,3.645729437
1221_2326_blob_887,24.24376667,0.277505068,-1.451045897,-0.42681368
1202_1412_blob_754,7.387566667,0.686505921,-0.306486863,3.606698525
1202_0046_blob_1560,11.60836667,0.580701323,-0.617843099,2.462094278
1129_1334_blob_1204,7.864933333,0.504556702,-0.585400692,4.725396886
1128_1901_blob_1159,14.9181,0.298705908,-1.412400466,2.213401307
1202_1412_blob_1343,11.56173333,0.512676652,-0.575657258,2.540888918
1221_0832_blob_811,11.25026667,0.593459072,-0.484846569,2.761845931
1221_0832_blob_948,8.335266667,0.470438487,-0.376921954,3.387937944
1202_1412_blob_1309,7.531,0.57807687,-0.565036526,3.765094711
1221_0832_blob_807,5.824966667,0.812181341,0.177153566,4.140709702
1206_0924_blob_154,7.532,0.381016422,-0.163020776,3.878590062
1221_0832_blob_691,8.561,0.579640035,-0.174448296,3.220994754
1202_0046_blob_1009,10.93463333,0.581068392,-0.428570514,2.56383231
1202_1412_blob_1108,11.30803333,0.555418859,-0.601390621,2.540888918
1202_1412_blob_1246,9.348166667,0.5446276,-0.380808898,3.128133193
1128_1901_blob_624,16.12116667,0.364773176,-1.190836917,0.928749764
1128_1901_blob_1780,15.30743333,0.2750546,-0.439018619,1.309427892
1202_1412_blob_1342,12.6227,0.407287753,-0.981395531,2.844389539
1202_1412_blob_1263,10.5698,0.558233165,-0.464059941,2.828912611
1128_1901_blob_1028,28.05656667,0.192490418,-1.866700257,-0.45957269
1129_1334_blob_667,27.98316667,0.033354731,-1.851922504,-0.604776448
1128_2052_blob_984,17.6037,0.166476401,-0.823148919,0.934437232
1221_0832_blob_748,6.500033333,0.681973885,-0.224166371,3.983201935
1202_0046_blob_1089,11.24036667,0.448126623,-0.786973699,3.017528941
1128_1901_blob_752,6.409166667,0.794112177,-0.004088088,4.395362641
1206_0924_blob_250,23.5314,0.28514889,-0.543366049,-0.3126087
Blob with BlobID = 614,12.1733,0.084170419,-1.083860576,4.277552948
1129_1334_blob_1251,13.5604,0.467879824,-1.068010471,2.233413975
1202_1412_blob_1431,13.31476667,0.407202055,-1.110955336,2.387151446
1202_0046_blob_1218,11.16983333,0.56213082,-0.498476795,2.490354842
1206_0924_blob_249,20.45733333,0.307245581,-0.408003009,0.046112066
1129_1334_blob_1097,7.198,0.65450505,-0.452554462,4.43296148
1202_1412_blob_1392,8.030433333,0.618945567,-0.409882638,3.513524301
1202_0046_blob_1086,11.6722,0.603500348,-0.531325161,2.456442166
1128_1901_blob_753,23.3643,0.579249873,-1.006506811,-0.466756685
1202_1412_blob_1033,16.14696667,0.359653077,-1.680916109,2.370069506
1202_1412_blob_1571,12.0709,0.568010399,-0.667362125,2.375763485
1221_0832_blob_756,15.9764,0.120222359,-1.855298125,2.875343392
1202_1412_blob_1018,9.901666667,0.4614073,-0.955946701,3.373762965
1221_0832_blob_1095,16.42106667,0.151089196,-1.51448676,2.239107957
1128_1901_blob_756,14.02283333,0.105277889,-1.316450339,3.359786829
1206_0924_blob_348,8.897366667,0.623073517,-0.217527314,3.168150112
1221_0832_blob_649,8.7682,0.543244204,0.015971289,3.035271633
1202_1412_blob_881,9.176666667,0.602628659,-0.288732121,3.231312706
1202_1412_blob_1098,10.48063333,0.537321923,-0.465308122,2.895979296
1128_2052_blob_1032,14.3888,0.127904129,-1.348243371,3.541476567
1128_1901_blob_740,17.59506667,0.129866,-1.655289462,1.241237886
1128_1901_blob_1332,22.4294,0.072785801,-1.920759397,0.801749245
1216_0703_blob_1209,14.483,0.495743899,-0.604252395,1.666488296
1128_1901_blob_1559,17.7421,0.1004857,-1.128779188,1.09865878
1128_1901_blob_1233,27.43513333,0.032830531,-1.821861852,-0.837712013
1221_0832_blob_717,7.785733333,0.38122675,-0.738385004,4.491264929
1221_0832_blob_701,29.18226667,0.03412369,-1.9072468,-0.744537789
1128_2052_blob_670,15.7401,0.29390125,-1.006131935,2.404233389
1221_0832_blob_654,7.525333333,0.60853679,-0.284474272,3.406686417
1202_1412_blob_1607,13.7358,0.535258064,-0.747836268,1.954408936
1128_1901_blob_1129,27.9059,0.021069142,-1.808222451,-0.977473349
1221_0832_blob_1165,13.6627,0.514855594,-1.225141222,2.330211641
1202_1412_blob_997,9.5748,0.499797007,-0.816619549,3.319015291
1216_0703_blob_1063,15.04526667,0.148644089,-1.357033639,2.715958724
1221_0832_blob_790,28.44766667,0.044426912,-1.927627116,-0.628070004
1202_0046_blob_999,8.178866667,0.589801374,-0.324456537,3.318771286
1202_1412_blob_782,9.193833333,0.44598435,-0.815532942,3.349969143
1206_0924_blob_111,12.3213,0.277589565,-0.487714175,2.7474496
1221_0832_blob_684,7.301633333,0.67098818,-0.193372098,3.669165027
1129_1334_blob_627,9.4065,0.428386085,-1.002875137,3.625333371
1221_2326_blob_716,13.97586667,0.095184031,-1.464492376,3.658759625
1221_0832_blob_669,13.36783333,0.140740161,-1.807861448,3.293220411
1213_2145_blob_1228,12.10133333,0.500297385,-0.836394704,2.355834554
1221_2326_blob_841,17.7867,0.08974193,-1.867668958,2.367364865
1202_0046_blob_1096,7.970466667,0.582406235,-0.461974386,3.476993187
Blob with BlobID = 610,11.85153333,0.084933867,-1.134296794,4.415916672
1128_2052_blob_1349,15.60186667,0.139093888,-0.804797108,2.119534368
1128_1901_blob_1056,24.1944,0.30706826,-1.317083547,0.237274726
1202_0046_blob_956,7.4274,0.659306648,-0.186496982,3.462931832
1128_1901_blob_784,7.299933333,0.688937783,-0.185891929,4.240789641
1206_0924_blob_240,12.1054,0.311215784,-0.391324263,2.7318681
1205_0335_blob_837,9.434733333,0.185546698,-0.549869921,3.591741057
Blob with BlobID = 607,11.85153333,0.08456907,-1.131757847,4.354421684
1128_1901_blob_1160,15.8392,0.298369837,-1.268187725,1.464405183
1129_1334_blob_721,9.063433333,0.489949311,-0.648184325,3.411032656
1206_0924_blob_162,20.94953333,0.266127482,-0.572270519,-0.349212861
1202_1412_blob_1064,9.182633333,0.58656757,-0.353619763,3.215835778
1213_2145_blob_686,8.075366667,0.377508339,-0.570225708,4.350578247
1129_1334_blob_1274,13.1783,0.460681261,-0.861581188,2.427009311
1129_1334_blob_996,13.6129,0.392972592,-1.469060914,3.071384465
1221_0832_blob_608,7.740433333,0.516775153,-0.686367038,3.533238603
1206_0924_blob_185,11.42753333,0.251252251,-0.604082525,3.188925448
1128_1901_blob_1189,20.28636667,0.084325638,-1.699679462,0.935434004
1221_0832_blob_791,9.7617,0.589377529,-0.590351745,3.117815245
1202_1412_blob_1196,11.1357,0.589701242,-0.683498145,2.674143346
1202_1412_blob_930,9.620233333,0.633957932,-0.317673906,2.993999828
1206_0924_blob_214,9.968666667,0.657970387,-0.182932741,2.62799143
1202_1412_blob_601,6.184466667,0.701839985,0.076463879,3.592722394
1221_0832_blob_778,28.6326,0.038592316,-1.971392417,-1.055118536
1128_1901_blob_1169,13.8109,0.118001386,-1.446025917,2.859866467
1128_1901_blob_797,5.462466667,0.777255185,0.059343507,4.311809665
1202_1412_blob_844,8.2514,0.589108986,-0.298075792,3.27258451
1128_1901_blob_917,23.52673333,0.12496583,-1.839890023,0.353905307
1128_1901_blob_1206,18.81666667,0.169862628,-1.854779615,1.998621019
1202_0046_blob_967,7.163366667,0.58096781,-0.106617921,3.697287734
1206_0924_blob_229,11.96753333,0.303282093,-0.369030958,2.82016327
1129_1334_blob_1337,12.2988,0.570380821,-0.526817413,2.392845428
1202_1412_blob_573,8.1482,0.396918009,-0.765918064,4.300235524
1221_0832_blob_802,28.1818,0.035022043,-1.958932277,-0.59701193
1128_1901_blob_703,7.2877,0.426041465,-0.241297233,4.842371051
1206_0924_blob_67,17.72403333,0.289722783,-0.543215531,0.606900752
1129_1334_blob_1495,8.231566667,0.414008835,-0.838790475,3.890879912
1128_1901_blob_1062,24.24903333,0.311286057,-1.449073861,0.072042865
1202_1412_blob_888,10.3307,0.54680485,-0.562824476,2.89082032
1128_1901_blob_1101,18.05946667,0.379948143,-1.563209079,1.179246971
1202_1412_blob_1044,12.79056667,0.401952995,-1.133731675,2.767004907
1221_0832_blob_572,7.594433333,0.721329985,-0.121085742,3.444183363
1206_0924_blob_283,20.65006667,0.266346457,-0.583862128,-0.005133757
1221_0832_blob_764,28.67823333,0.034206985,-1.954018434,-0.993002386
1202_1412_blob_1152,11.31803333,0.552016834,-0.753180314,2.792799783
1128_1901_blob_1146,16.25223333,0.182001053,-1.848035023,2.761845931
1206_0924_blob_448,9.5841,0.311429965,-0.285733208,3.152568611
1221_0832_blob_1036,6.5177,0.634767475,-0.051987503,3.903520929
1202_1412_blob_895,10.52893333,0.646712548,-0.364978455,2.834071587
1128_1901_blob_930,12.1847,0.343042863,-1.25267277,3.128133193
1129_1334_blob_625,7.6966,0.685883094,-0.332150097,3.420350077
1202_0046_blob_1236,8.7794,0.458730961,-0.686997134,4.195223592
1221_0832_blob_1009,25.7791,0.023100981,-1.999788598,0.354550278
1221_0832_blob_862,10.00656667,0.444098904,-0.916900449,3.251948606
1221_0832_blob_968,6.998866667,0.612961293,-0.162781986,3.575422666
1128_1901_blob_943,9.894966667,0.298922909,-1.11895011,4.199013151
1128_1901_blob_871,18.61803333,0.114572153,-1.575377191,1.191645153
1221_0832_blob_752,28.74953333,0.037150167,-1.989428244,-1.194879876
1206_0924_blob_329,12.8289,0.550269818,-0.194664544,2.058685262
1221_0832_blob_630,6.163266667,0.800191948,0.065463754,4.474370699
1221_0832_blob_836,7.811733333,0.541777279,-0.690085073,3.334492215
1128_1901_blob_1265,7.985433333,0.354857623,-1.071565548,4.007347696
1129_1334_blob_1537,6.973133333,0.630806167,-0.225574739,4.474737966
1128_1901_blob_1019,7.175433333,0.452766872,-0.325890324,4.27421083
1221_0832_blob_48,6.465966667,0.671880035,-0.331626276,4.229404397
1221_0832_blob_787,27.28203333,0.039867301,-1.986407115,-0.107556985
1129_1334_blob_1440,10.70376667,0.197571008,-0.640048938,4.105180631
1128_1901_blob_1095,19.55656667,0.149214941,-1.884166554,1.228839705
1128_1901_blob_837,27.72656667,0.016595733,-1.810700738,-0.620305486
1206_0924_blob_137,15.00886667,0.068776443,-1.197845108,2.685123599
1221_0832_blob_714,27.90386667,0.031730875,-1.980760334,-0.416468727
1221_0832_blob_819,27.2783,0.024989574,-1.989967711,-0.028533053
1128_1901_blob_1226,22.23976667,0.109306823,-0.849750743,-0.107556985
1128_1901_blob_604,26.84766667,0.205064973,-1.182396306,-0.59701193
1128_1901_blob_1203,7.186766667,0.449935849,-0.423829069,4.315987316
1221_0832_blob_831,14.77386667,0.139021413,-1.271305862,2.813435687
1213_2145_blob_599,7.329066667,0.683918155,-0.243136101,3.343597809
1128_1901_blob_1027,24.5745,0.046078203,-1.452469958,-0.394916748

